listing_id,tower_number,unit_category,unit_number,floor_area_sqft,sale_price,client_ref,client type ,Individual,Company,gender,country,Country Encoding ,region,acquisition,Region Encoding ,Home ,Investment,loan type,satisfaction,referral channel,Sacled Satsifaction Score,Website,Client,Agency,,,,,,
110453,11,Apartment,52,1397.58,"$393,927.21 ",C1270,Individual,1,0,F,USA,2,Texas,Home,49,1,0,No,4,Agency,2.8,0,0,1,,,,,,
110461,11,Apartment,54,802.65,"$232,185.85 ",C1707,Individual,1,0,M,USA,2,Georgia,Home,24,1,0,Yes,1,Website,-0.2,1,0,0,,,,,,
110464,11,Apartment,54,802.65,"$232,180.63 ",C1074,Individual,1,0,M,UK,3,Northern Ireland,Home,37,1,0,No,1,Website,-0.2,1,0,0,,,,,,
110473,11,Office,56,724.8,"$195,094.85 ",C0618,Individual,1,0,M,USA,2,Texas,Home,49,1,0,No,3,Agency,1.8,0,0,1,,,,,,
110506,11,Apartment,60,1295.04,"$356,105.59 ",C1114,Individual,1,0,F,USA,2,California,Home,1,1,0,No,3,Website,1.8,1,0,0,,,,,,
120019,12,Office,2,1285.87,"$431,041.65 ",C0854,Individual,1,0,M,USA,2,California,Home,1,1,0,No,4,Website,2.8,1,0,0,,,,,,
120053,12,Apartment,5,495.04,"$137,406.32 ",C1081,Company,0,1,M,Russia,10,Novosibirsk,Home,38,1,0,Yes,4,Agency,2.8,0,0,1,,,,,,
120059,12,Apartment,6,1347.8,"$387,519.48 ",C0845,Individual,1,0,F,USA,2,Washington,Home,53,1,0,No,3,Client,1.8,0,1,0,,,,,,
120068,12,Apartment,8,1803.36,"$504,493.45 ",C0510,Individual,1,0,F,France,7,Brittany,Investment,16,0,1,Yes,1,Website,-0.2,1,0,0,,,,,,
120102,12,Apartment,13,1394.03,"$375,764.01 ",C1306,Individual,1,0,F,USA,2,Washington,Home,53,1,0,No,5,Website,3.8,1,0,0,,,,,,
120184,12,Apartment,20,1802.21,"$541,188.53 ",C1309,Individual,1,0,M,USA,2,California,Home,1,1,0,No,5,Website,3.8,1,0,0,,,,,,
120204,12,Apartment,23,1094.46,"$368,892.07 ",C0156,Individual,1,0,F,USA,2,California,Home,1,1,0,No,5,Website,3.8,1,0,0,,,,,,
120210,12,Office,23,1094.46,"$411,845.93 ",C1978,Company,0,1,F,USA,2,California,Investment,1,0,1,Yes,5,Website,3.8,1,0,0,,,,,,
120227,12,Apartment,24,1306.75,"$377,248.32 ",C1332,Individual,1,0,M,USA,2,Washington,Investment,53,0,1,Yes,5,Agency,3.8,0,0,1,,,,,,
120230,12,Office,24,1306.75,"$456,133.00 ",C0347,Individual,1,0,M,USA,2,Washington,Home,53,1,0,Yes,3,Website,1.8,1,0,0,,,,,,
120260,12,Apartment,27,871.52,"$279,936.12 ",C1816,Individual,1,0,M,Canada,4,Quebec,Home,5,1,0,No,2,Website,0.8,1,0,0,,,,,,
120261,12,Office,27,871.52,"$288,985.79 ",C1508,Individual,1,0,M,UK,3,Scotland,Home,7,1,0,No,3,Agency,1.8,0,0,1,,,,,,
120279,12,Apartment,30,622.2,"$207,963.57 ",C0401,Individual,1,0,M,USA,2,Arizona,Home,12,1,0,Yes,5,Website,3.8,1,0,0,,,,,,
120348,12,Apartment,38,1157.23,"$365,670.99 ",C0663,Individual,1,0,M,USA,2,California,Home,1,1,0,Yes,2,Agency,0.8,0,0,1,,,,,,
130038,13,Apartment,3,979.64,"$327,860.05 ",C1094,Individual,1,0,F,USA,2,Washington,Home,53,1,0,Yes,2,Website,0.8,1,0,0,,,,,,
130043,13,Apartment,3,979.64,"$310,095.22 ",C1904,Individual,1,0,M,USA,2,Texas,Home,49,1,0,Yes,2,Website,0.8,1,0,0,,,,,,
130044,13,Apartment,3,979.64,"$310,865.62 ",C0054,Company,0,1,M,USA,2,Nevada,Investment,4,0,1,No,5,Website,3.8,1,0,0,,,,,,
130092,13,Apartment,11,1678.3,"$523,652.47 ",C1113,Individual,1,0,F,USA,2,Texas,Investment,49,0,1,No,2,Client,0.8,0,1,0,,,,,,
130140,13,Apartment,16,1772.88,"$528,190.80 ",C0731,Individual,1,0,M,USA,2,California,Home,1,1,0,No,5,Agency,3.8,0,0,1,,,,,,
130142,13,Apartment,16,1772.88,"$457,508.86 ",C1805,Individual,1,0,M,UK,3,Northern Ireland,Investment,37,0,1,No,3,Website,1.8,1,0,0,,,,,,
130198,13,Apartment,22,1811.36,"$605,522.07 ",C1722,Individual,1,0,F,USA,2,Nevada,Home,4,1,0,No,3,Website,1.8,1,0,0,,,,,,
130212,13,Apartment,24,1044.69,"$357,429.62 ",C1684,Individual,1,0,F,USA,2,Colorado,Investment,20,0,1,No,4,Website,2.8,1,0,0,,,,,,
130229,13,Apartment,27,885.68,"$229,554.32 ",C1890,Individual,1,0,M,Canada,4,Ontario,Home,42,1,0,No,4,Client,2.8,0,1,0,,,,,,
130245,13,Apartment,28,1173.72,"$384,319.84 ",C0857,Individual,1,0,F,USA,2,California,Investment,1,0,1,Yes,1,Website,-0.2,1,0,0,,,,,,
130249,13,Apartment,29,568.7,"$160,520.27 ",C1484,Individual,1,0,F,USA,2,Colorado,Home,20,1,0,No,3,Client,1.8,0,1,0,,,,,,
130260,13,Apartment,30,1777.51,"$485,888.28 ",C1190,Individual,1,0,F,USA,2,Texas,Home,49,1,0,No,4,Client,2.8,0,1,0,,,,,,
130261,13,Apartment,30,1777.51,"$589,380.74 ",C0368,Individual,1,0,F,USA,2,California,Home,1,1,0,Yes,4,Agency,2.8,0,0,1,,,,,,
130266,13,Office,31,627.57,"$179,443.23 ",C1605,Individual,1,0,M,UK,3,England,Investment,21,0,1,Yes,4,Website,2.8,1,0,0,,,,,,
130271,13,Apartment,32,1114.07,"$355,169.50 ",C0745,Individual,1,0,F,USA,2,California,Investment,1,0,1,No,5,Website,3.8,1,0,0,,,,,,
130300,13,Apartment,33,1445.84,"$385,937.66 ",C1906,Individual,1,0,F,USA,2,California,Home,1,1,0,No,2,Agency,0.8,0,0,1,,,,,,
130318,13,Office,35,1867.34,"$654,120.74 ",C1763,Individual,1,0,F,USA,2,New York,Home,8,1,0,No,3,Website,1.8,1,0,0,,,,,,
130332,13,Apartment,37,1555.67,"$444,069.92 ",C1634,Individual,1,0,F,USA,2,Georgia,Investment,24,0,1,No,2,Website,0.8,1,0,0,,,,,,
130343,13,Apartment,38,656.42,"$193,572.19 ",C0112,Individual,1,0,F,USA,2,California,Investment,1,0,1,Yes,1,Agency,-0.2,0,0,1,,,,,,
130353,13,Apartment,39,1054.77,"$334,166.59 ",C0463,Individual,1,0,M,USA,2,California,Home,1,1,0,No,5,Client,3.8,0,1,0,,,,,,
130388,13,Apartment,43,1875.83,"$568,196.47 ",C0593,Individual,1,0,F,USA,2,California,Home,1,1,0,Yes,2,Agency,0.8,0,0,1,,,,,,
130434,13,Apartment,48,1728.84,"$525,419.08 ",C0193,Individual,1,0,F,USA,2,California,Investment,1,0,1,Yes,4,Website,2.8,1,0,0,,,,,,
130435,13,Apartment,48,1728.84,"$541,585.04 ",C1761,Individual,1,0,M,USA,2,Washington,Home,53,1,0,No,1,Website,-0.2,1,0,0,,,,,,
130522,13,Apartment,60,1401.81,"$370,900.47 ",C1760,Individual,1,0,F,Belgium,5,Brussels,Home,17,1,0,No,2,Website,0.8,1,0,0,,,,,,
130559,13,Apartment,65,612.66,"$186,656.42 ",C0550,Company,0,1,F,USA,2,Nevada,Home,4,1,0,No,1,Agency,-0.2,0,0,1,,,,,,
130563,13,Apartment,66,1283.8,"$388,928.18 ",C0547,Individual,1,0,F,USA,2,California,Investment,1,0,1,No,2,Agency,0.8,0,0,1,,,,,,
140036,14,Apartment,6,1733.36,"$477,046.12 ",C1319,Individual,1,0,F,USA,2,Florida,Home,23,1,0,Yes,3,Client,1.8,0,1,0,,,,,,
140051,14,Apartment,8,618.89,"$190,875.59 ",C1035,Individual,1,0,M,USA,2,Virginia,Home,2,1,0,No,2,Website,0.8,1,0,0,,,,,,
140098,14,Apartment,12,459.44,"$158,892.76 ",C1130,Individual,1,0,F,USA,2,Arizona,Home,12,1,0,No,5,Website,3.8,1,0,0,,,,,,
140112,14,Apartment,12,459.44,"$145,907.47 ",C1847,Individual,1,0,M,USA,2,Utah,Home,3,1,0,No,4,Website,2.8,1,0,0,,,,,,
140120,14,Apartment,13,442.74,"$160,735.05 ",C0458,Individual,1,0,M,USA,2,Oregon,Investment,6,0,1,No,1,Agency,-0.2,0,0,1,,,,,,
140133,14,Apartment,14,1628.68,"$518,963.51 ",C0190,Individual,1,0,F,USA,2,California,Home,1,1,0,No,2,Website,0.8,1,0,0,,,,,,
140191,14,Apartment,21,1560.87,"$504,051.85 ",C0806,Individual,1,0,M,France,7,Ile-de-France,Home,26,1,0,No,5,Client,3.8,0,1,0,,,,,,
140218,14,Office,23,1610.37,"$590,849.87 ",C1642,Individual,1,0,F,Canada,4,British Columbia,Home,9,1,0,No,5,Website,3.8,1,0,0,,,,,,
140219,14,Apartment,23,1610.37,"$501,053.00 ",C0570,Individual,1,0,F,France,7,Occitanie,Home,40,1,0,Yes,5,Website,3.8,1,0,0,,,,,,
140308,14,Apartment,35,1152.84,"$399,680.68 ",C1532,Individual,1,0,F,USA,2,Texas,Home,49,1,0,Yes,3,Website,1.8,1,0,0,,,,,,
140323,14,Apartment,38,1170.11,"$390,224.30 ",C0913,Individual,1,0,M,USA,2,California,Home,1,1,0,No,4,Agency,2.8,0,0,1,,,,,,
140346,14,Apartment,41,543.61,"$172,783.03 ",C1941,Individual,1,0,F,USA,2,Nevada,Home,4,1,0,No,5,Client,3.8,0,1,0,,,,,,
140369,14,Office,45,1388.61,"$480,678.50 ",C0847,Individual,1,0,F,USA,2,Utah,Home,3,1,0,Yes,2,Agency,0.8,0,0,1,,,,,,
140370,14,Apartment,45,1388.61,"$386,196.25 ",C1802,Individual,1,0,M,USA,2,Nevada,Investment,4,0,1,No,1,Client,-0.2,0,1,0,,,,,,
140372,14,Office,45,1388.61,"$343,689.96 ",C1985,Individual,1,0,M,UK,3,Scotland,Home,7,1,0,Yes,1,Agency,-0.2,0,0,1,,,,,,
140373,14,Office,45,1388.61,"$458,341.23 ",C1926,Individual,1,0,M,Mexico,9,Puebla,Home,58,1,0,Yes,1,Website,-0.2,1,0,0,,,,,,
140376,14,Office,46,1258.99,"$324,485.55 ",C0781,Individual,1,0,M,USA,2,California,Investment,1,0,1,Yes,5,Website,3.8,1,0,0,,,,,,
140423,14,Apartment,51,1346.3,"$387,224.12 ",C0476,Individual,1,0,M,USA,2,Florida,Home,23,1,0,No,3,Agency,1.8,0,0,1,,,,,,
140447,14,Apartment,52,571.74,"$154,650.62 ",C0958,Individual,1,0,F,USA,2,Nevada,Home,4,1,0,Yes,1,Website,-0.2,1,0,0,,,,,,
140462,14,Apartment,55,1415.9,"$412,499.97 ",C0109,Individual,1,0,F,USA,2,California,Investment,1,0,1,Yes,5,Agency,3.8,0,0,1,,,,,,
150001,15,Apartment,1,1596.51,"$523,585.37 ",C1591,Individual,1,0,F,USA,2,California,Investment,1,0,1,No,4,Website,2.8,1,0,0,,,,,,
150010,15,Apartment,2,1522.89,"$455,019.48 ",C0872,Individual,1,0,F,UK,3,England,Home,21,1,0,No,4,Website,2.8,1,0,0,,,,,,
150012,15,Apartment,2,1522.89,"$448,686.87 ",C1142,Individual,1,0,F,USA,2,Colorado,Home,20,1,0,Yes,2,Agency,0.8,0,0,1,,,,,,
150037,15,Apartment,5,769.6,"$169,312.00 ",C1163,Individual,1,0,M,USA,2,California,Home,1,1,0,Yes,3,Website,1.8,1,0,0,,,,,,
150042,15,Apartment,6,938.57,"$278,827.02 ",C1986,Individual,1,0,M,USA,2,New York,Investment,8,0,1,No,1,Website,-0.2,1,0,0,,,,,,
150079,15,Apartment,12,992.68,"$321,109.42 ",C0778,Individual,1,0,M,USA,2,California,Investment,1,0,1,Yes,4,Agency,2.8,0,0,1,,,,,,
150093,15,Office,15,522.71,"$198,889.90 ",C1783,Individual,1,0,M,USA,2,California,Home,1,1,0,No,3,Website,1.8,1,0,0,,,,,,
150100,15,Apartment,15,522.71,"$177,455.16 ",C1327,Individual,1,0,F,USA,2,California,Home,1,1,0,Yes,4,Website,2.8,1,0,0,,,,,,
150171,15,Apartment,22,1317.29,"$397,474.25 ",C0968,Individual,1,0,F,USA,2,Arizona,Home,12,1,0,No,4,Website,2.8,1,0,0,,,,,,
150263,15,Office,31,1901.65,"$518,564.66 ",C0380,Individual,1,0,F,USA,2,California,Home,1,1,0,Yes,3,Website,1.8,1,0,0,,,,,,
150313,15,Apartment,35,745.49,"$241,648.03 ",C1031,Individual,1,0,M,UK,3,England,Home,21,1,0,No,1,Website,-0.2,1,0,0,,,,,,
150319,15,Apartment,36,1424.81,"$469,262.61 ",C1879,Individual,1,0,F,USA,2,New York,Home,8,1,0,No,3,Website,1.8,1,0,0,,,,,,
150330,15,Apartment,38,585.57,"$173,559.11 ",C1493,Individual,1,0,M,USA,2,Washington,Home,53,1,0,Yes,4,Agency,2.8,0,0,1,,,,,,
150370,15,Office,46,1672.19,"$580,909.55 ",C0740,Individual,1,0,F,USA,2,Utah,Investment,3,0,1,No,1,Client,-0.2,0,1,0,,,,,,
150384,15,Apartment,48,1403.33,"$467,931.57 ",C1047,Individual,1,0,M,USA,2,Virginia,Home,2,1,0,No,3,Website,1.8,1,0,0,,,,,,
150394,15,Office,50,1841.5,"$622,128.29 ",C0733,Individual,1,0,F,USA,2,Nevada,Home,4,1,0,No,5,Agency,3.8,0,0,1,,,,,,
150401,15,Office,50,1841.5,"$487,888.30 ",C0332,Individual,1,0,M,USA,2,Texas,Investment,49,0,1,No,3,Website,1.8,1,0,0,,,,,,
150424,15,Apartment,53,696.04,"$214,855.74 ",C0051,Individual,1,0,F,USA,2,Colorado,Home,20,1,0,No,3,Agency,1.8,0,0,1,,,,,,
150428,15,Apartment,53,696.04,"$190,081.10 ",C0053,Individual,1,0,M,USA,2,Arizona,Home,12,1,0,No,4,Agency,2.8,0,0,1,,,,,,
150431,15,Apartment,53,696.04,"$225,592.91 ",C0814,Individual,1,0,F,USA,2,California,Home,1,1,0,No,2,Website,0.8,1,0,0,,,,,,
150438,15,Apartment,55,892.75,"$199,337.08 ",C1009,Individual,1,0,F,USA,2,Nevada,Investment,4,0,1,Yes,4,Agency,2.8,0,0,1,,,,,,
150452,15,Apartment,55,892.75,"$258,561.18 ",C1549,Individual,1,0,M,Mexico,9,Nuevo Leon,Home,39,1,0,No,4,Client,2.8,0,1,0,,,,,,
150493,15,Apartment,58,1750.89,"$489,550.72 ",C1949,Individual,1,0,F,USA,2,Colorado,Home,20,1,0,Yes,2,Agency,0.8,0,0,1,,,,,,
160044,16,Apartment,6,1062.34,"$337,474.44 ",C1291,Individual,1,0,M,USA,2,California,Investment,1,0,1,Yes,5,Website,3.8,1,0,0,,,,,,
160059,16,Apartment,8,986.18,"$298,117.48 ",C1646,Individual,1,0,M,USA,2,Washington,Investment,53,0,1,Yes,4,Agency,2.8,0,0,1,,,,,,
160070,16,Apartment,8,986.18,"$339,537.58 ",C0036,Individual,1,0,M,USA,2,California,Home,1,1,0,No,4,Website,2.8,1,0,0,,,,,,
160076,16,Apartment,9,1524.04,"$465,908.64 ",C0978,Individual,1,0,F,USA,2,California,Home,1,1,0,Yes,4,Website,2.8,1,0,0,,,,,,
160084,16,Apartment,9,1524.04,"$413,001.32 ",C1942,Company,0,1,F,USA,2,Nevada,Home,4,1,0,Yes,2,Agency,0.8,0,0,1,,,,,,
160090,16,Apartment,10,1608.56,"$462,942.84 ",C1299,Individual,1,0,F,USA,2,California,Investment,1,0,1,No,3,Website,1.8,1,0,0,,,,,,
160154,16,Apartment,19,1163.06,"$386,163.72 ",C1849,Individual,1,0,M,Canada,4,Alberta,Investment,11,0,1,Yes,3,Website,1.8,1,0,0,,,,,,
160255,16,Office,29,489.49,"$142,151.84 ",C0742,Individual,1,0,M,UK,3,Wales,Home,51,1,0,Yes,1,Website,-0.2,1,0,0,,,,,,
160262,16,Office,31,1336.97,"$431,255.44 ",C1468,Individual,1,0,M,Canada,4,Manitoba,Home,30,1,0,No,3,Website,1.8,1,0,0,,,,,,
160316,16,Apartment,37,922.03,"$240,529.29 ",C0768,Individual,1,0,M,Denmark,6,Southern Denmark,Investment,47,0,1,Yes,5,Website,3.8,1,0,0,,,,,,
160319,16,Apartment,38,431.83,"$125,388.18 ",C1219,Individual,1,0,F,USA,2,Arizona,Home,12,1,0,Yes,1,Website,-0.2,1,0,0,,,,,,
160342,16,Apartment,41,1001.72,"$309,531.73 ",C1510,Company,0,1,M,USA,2,California,Home,1,1,0,No,5,Agency,3.8,0,0,1,,,,,,
170002,17,Apartment,1,530.28,"$161,563.67 ",C0540,Individual,1,0,F,USA,2,New York,Home,8,1,0,No,3,Agency,1.8,0,0,1,,,,,,
170067,17,Apartment,9,1505.53,"$455,786.14 ",C1999,Individual,1,0,M,USA,2,Ohio,Home,41,1,0,Yes,4,Client,2.8,0,1,0,,,,,,
170068,17,Office,9,1505.53,"$427,718.82 ",C0604,Individual,1,0,F,Belgium,5,Wallonia,Home,52,1,0,No,1,Agency,-0.2,0,0,1,,,,,,
170070,17,Apartment,9,1505.53,"$396,440.12 ",C1206,Individual,1,0,F,USA,2,California,Investment,1,0,1,No,5,Website,3.8,1,0,0,,,,,,
170084,17,Apartment,10,1059.07,"$320,628.77 ",C0100,Individual,1,0,M,USA,2,California,Home,1,1,0,No,3,Website,1.8,1,0,0,,,,,,
170094,17,Apartment,11,596.22,"$178,359.16 ",C1612,Individual,1,0,M,USA,2,California,Home,1,1,0,No,1,Agency,-0.2,0,0,1,,,,,,
170108,17,Apartment,13,916.9,"$272,766.51 ",C0149,Individual,1,0,M,Russia,10,Krasnodar Krai,Investment,29,0,1,No,3,Agency,1.8,0,0,1,,,,,,
170120,17,Apartment,14,1646.02,"$568,314.74 ",C1145,Individual,1,0,M,USA,2,Nevada,Home,4,1,0,No,5,Website,3.8,1,0,0,,,,,,
170169,17,Apartment,17,1827.25,"$515,350.54 ",C0425,Individual,1,0,M,USA,2,Nevada,Home,4,1,0,No,2,Agency,0.8,0,0,1,,,,,,
170199,17,Apartment,22,1221.66,"$304,607.07 ",C1023,Individual,1,0,F,USA,2,Nevada,Home,4,1,0,Yes,1,Website,-0.2,1,0,0,,,,,,
170206,17,Apartment,23,1025.52,"$332,480.57 ",C1279,Individual,1,0,M,USA,2,California,Home,1,1,0,Yes,4,Website,2.8,1,0,0,,,,,,
170229,17,Apartment,27,677.24,"$207,636.64 ",C1777,Individual,1,0,M,USA,2,California,Investment,1,0,1,No,5,Client,3.8,0,1,0,,,,,,
170294,17,Apartment,35,1667.01,"$479,795.84 ",C0152,Individual,1,0,F,USA,2,California,Investment,1,0,1,Yes,2,Agency,0.8,0,0,1,,,,,,
170298,17,Apartment,37,644.06,"$204,381.46 ",C0215,Individual,1,0,F,Germany,8,Hamburg,Investment,57,0,1,No,4,Website,2.8,1,0,0,,,,,,
170326,17,Office,39,1341.67,"$427,064.40 ",C0345,Individual,1,0,F,USA,2,New York,Home,8,1,0,Yes,4,Website,2.8,1,0,0,,,,,,
170327,17,Apartment,40,1583.13,"$555,106.11 ",C1470,Individual,1,0,M,USA,2,Colorado,Investment,20,0,1,Yes,3,Agency,1.8,0,0,1,,,,,,
170402,17,Apartment,48,1833.96,"$622,276.58 ",C0854,Individual,1,0,M,USA,2,California,Home,1,1,0,No,4,Website,2.8,1,0,0,,,,,,
180014,18,Office,2,650.96,"$196,014.35 ",C0218,Individual,1,0,F,USA,2,California,Home,1,1,0,No,2,Website,0.8,1,0,0,,,,,,
180018,18,Apartment,3,524.48,"$142,513.06 ",C1306,Individual,1,0,F,USA,2,Washington,Home,53,1,0,No,5,Website,3.8,1,0,0,,,,,,
180114,18,Apartment,15,1728.6,"$556,047.50 ",C0670,Company,0,1,M,USA,2,Nevada,Investment,4,0,1,No,4,Website,2.8,1,0,0,,,,,,
180123,18,Apartment,16,1360.96,"$421,724.13 ",C0728,Individual,1,0,M,USA,2,California,Home,1,1,0,Yes,3,Agency,1.8,0,0,1,,,,,,
180135,18,Apartment,17,1195.81,"$365,604.56 ",C1574,Individual,1,0,M,USA,2,California,Home,1,1,0,No,4,Website,2.8,1,0,0,,,,,,
180178,18,Apartment,23,1659.02,"$435,031.56 ",C1809,Individual,1,0,F,USA,2,New York,Home,8,1,0,Yes,4,Agency,2.8,0,0,1,,,,,,
180202,18,Office,26,1147.71,"$345,920.26 ",C0195,Individual,1,0,M,USA,2,California,Home,1,1,0,Yes,2,Website,0.8,1,0,0,,,,,,
180227,18,Apartment,28,514.67,"$162,825.00 ",C0680,Individual,1,0,M,USA,2,Utah,Investment,3,0,1,No,2,Agency,0.8,0,0,1,,,,,,
180258,18,Apartment,30,1795.66,"$550,595.85 ",C1105,Individual,1,0,M,USA,2,Nevada,Home,4,1,0,Yes,3,Website,1.8,1,0,0,,,,,,
180261,18,Apartment,30,1795.66,"$514,747.26 ",C0160,Individual,1,0,F,USA,2,California,Home,1,1,0,No,4,Website,2.8,1,0,0,,,,,,
180264,18,Apartment,30,1795.66,"$601,666.05 ",C0663,Individual,1,0,M,USA,2,California,Home,1,1,0,Yes,2,Agency,0.8,0,0,1,,,,,,
180274,18,Apartment,32,1512.9,"$366,328.69 ",C1170,Individual,1,0,F,USA,2,Nevada,Home,4,1,0,Yes,1,Website,-0.2,1,0,0,,,,,,
180297,18,Apartment,36,1089.77,"$296,702.80 ",C1052,Individual,1,0,F,USA,2,Utah,Home,3,1,0,Yes,1,Agency,-0.2,0,0,1,,,,,,
180311,18,Apartment,36,1089.77,"$311,067.21 ",C0603,Individual,1,0,F,USA,2,New York,Home,8,1,0,Yes,4,Agency,2.8,0,0,1,,,,,,
180355,18,Apartment,40,990.46,"$295,510.60 ",C0293,Individual,1,0,F,USA,2,California,Investment,1,0,1,No,4,Website,2.8,1,0,0,,,,,,
180362,18,Apartment,40,990.46,"$297,021.88 ",C1472,Individual,1,0,M,USA,2,Washington,Home,53,1,0,No,1,Website,-0.2,1,0,0,,,,,,
180397,18,Office,45,1627.52,"$590,130.14 ",C0077,Individual,1,0,M,USA,2,California,Home,1,1,0,No,5,Website,3.8,1,0,0,,,,,,
180408,18,Apartment,45,1627.52,"$444,502.63 ",C1266,Individual,1,0,M,UK,3,England,Home,21,1,0,No,2,Website,0.8,1,0,0,,,,,,
180426,18,Apartment,48,564.59,"$162,372.88 ",C1363,Individual,1,0,M,USA,2,Georgia,Home,24,1,0,Yes,5,Agency,3.8,0,0,1,,,,,,
180463,18,Office,52,1424.54,"$494,843.93 ",C1368,Individual,1,0,M,USA,2,California,Home,1,1,0,Yes,5,Client,3.8,0,1,0,,,,,,
180470,18,Apartment,53,1806.7,"$595,879.26 ",C0724,Individual,1,0,M,USA,2,Arizona,Investment,12,0,1,Yes,4,Agency,2.8,0,0,1,,,,,,
180481,18,Apartment,53,1806.7,"$577,922.22 ",C0120,Individual,1,0,F,USA,2,California,Home,1,1,0,Yes,4,Website,2.8,1,0,0,,,,,,
180511,18,Apartment,57,636.39,"$201,438.23 ",C1898,Individual,1,0,M,USA,2,New York,Home,8,1,0,Yes,1,Website,-0.2,1,0,0,,,,,,
180556,18,Apartment,64,893.66,"$248,257.94 ",C1408,Company,0,1,F,USA,2,California,Home,1,1,0,No,2,Agency,0.8,0,0,1,,,,,,
190076,19,Apartment,11,1869.93,"$557,814.29 ",C0856,Individual,1,0,F,USA,2,Florida,Home,23,1,0,Yes,5,Website,3.8,1,0,0,,,,,,
190085,19,Apartment,13,766.61,"$208,167.63 ",C0463,Individual,1,0,M,USA,2,California,Home,1,1,0,No,5,Client,3.8,0,1,0,,,,,,
190097,19,Apartment,14,630.47,"$179,792.45 ",C1239,Individual,1,0,F,USA,2,Oregon,Home,6,1,0,No,3,Agency,1.8,0,0,1,,,,,,
190111,19,Apartment,15,538.06,"$142,969.08 ",C0494,Individual,1,0,F,USA,2,California,Home,1,1,0,Yes,3,Website,1.8,1,0,0,,,,,,
190135,19,Apartment,18,1599.44,"$492,421.76 ",C0393,Individual,1,0,F,USA,2,Arizona,Home,12,1,0,No,4,Agency,2.8,0,0,1,,,,,,
190148,19,Apartment,19,1697.73,"$426,901.60 ",C1792,Individual,1,0,M,USA,2,California,Home,1,1,0,No,3,Agency,1.8,0,0,1,,,,,,
190162,19,Office,20,1772.03,"$508,492.65 ",C1437,Individual,1,0,M,USA,2,Arizona,Investment,12,0,1,No,5,Agency,3.8,0,0,1,,,,,,
190211,19,Apartment,26,668.24,"$184,466.93 ",C0972,Individual,1,0,F,USA,2,Arizona,Home,12,1,0,No,5,Agency,3.8,0,0,1,,,,,,
190262,19,Apartment,30,673.27,"$160,712.42 ",C0067,Individual,1,0,M,USA,2,California,Home,1,1,0,No,2,Website,0.8,1,0,0,,,,,,
190273,19,Office,31,1089.64,"$310,351.72 ",C0574,Individual,1,0,M,USA,2,California,Home,1,1,0,No,2,Agency,0.8,0,0,1,,,,,,
190277,19,Apartment,32,1048.61,"$312,962.30 ",C1925,Individual,1,0,M,USA,2,Colorado,Home,20,1,0,No,2,Agency,0.8,0,0,1,,,,,,
190283,19,Apartment,33,1454.84,"$456,061.70 ",C1583,Individual,1,0,M,USA,2,California,Home,1,1,0,No,2,Agency,0.8,0,0,1,,,,,,
190289,19,Office,34,783.42,"$238,506.76 ",C1812,Individual,1,0,M,France,7,Provence,Home,44,1,0,Yes,5,Website,3.8,1,0,0,,,,,,
190318,19,Apartment,39,1237.04,"$381,910.97 ",C1728,Individual,1,0,F,USA,2,Oregon,Home,6,1,0,Yes,3,Client,1.8,0,1,0,,,,,,
190353,19,Office,41,1657.19,"$438,502.98 ",C1021,Individual,1,0,M,USA,2,California,Investment,1,0,1,No,1,Client,-0.2,0,1,0,,,,,,
190381,19,Apartment,43,1697.72,"$498,887.12 ",C0790,Individual,1,0,M,USA,2,California,Home,1,1,0,Yes,5,Agency,3.8,0,0,1,,,,,,
190409,19,Apartment,46,1926.19,"$546,910.59 ",C0848,Individual,1,0,M,USA,2,California,Home,1,1,0,No,4,Agency,2.8,0,0,1,,,,,,
200041,20,Apartment,4,631.75,"$190,860.98 ",C0438,Individual,1,0,M,USA,2,Georgia,Investment,24,0,1,Yes,1,Client,-0.2,0,1,0,,,,,,
200056,20,Apartment,6,1401,"$504,544.59 ",C1692,Individual,1,0,M,Canada,4,Ontario,Home,42,1,0,Yes,5,Agency,3.8,0,0,1,,,,,,
200112,20,Office,15,1805.12,"$588,372.59 ",C0788,Individual,1,0,M,France,7,Brittany,Investment,16,0,1,No,4,Website,2.8,1,0,0,,,,,,
200118,20,Apartment,16,645.44,"$225,236.42 ",C0954,Individual,1,0,M,France,7,Brittany,Investment,16,0,1,Yes,4,Agency,2.8,0,0,1,,,,,,
200126,20,Apartment,16,645.44,"$189,004.45 ",C0023,Individual,1,0,M,USA,2,California,Home,1,1,0,Yes,3,Website,1.8,1,0,0,,,,,,
200143,20,Apartment,17,1089.33,"$322,504.11 ",C0168,Individual,1,0,F,USA,2,Nevada,Home,4,1,0,No,3,Agency,1.8,0,0,1,,,,,,
200148,20,Apartment,18,1868.01,"$557,469.37 ",C1200,Individual,1,0,M,USA,2,Utah,Home,3,1,0,No,4,Agency,2.8,0,0,1,,,,,,
200185,20,Apartment,19,759.72,"$226,302.61 ",C1981,Individual,1,0,F,Canada,4,Quebec,Home,5,1,0,No,5,Agency,3.8,0,0,1,,,,,,
200214,20,Office,26,1941.62,"$583,770.52 ",C0057,Individual,1,0,M,USA,2,California,Home,1,1,0,Yes,4,Agency,2.8,0,0,1,,,,,,
